,MI,mu-a,sigma-a,lower-b,spread-b
0,-0.0,15.055026353799214,8.999627222608844,34.33581176185635,5.637294601366669
1,0.0007000941559436313,11.954911711145613,5.159688554829624,18.858454388878183,13.432126740309798
2,-0.0,10.452151186247214,0.5656390291506734,20.615797911402133,12.811561746270467
3,-0.0,11.753106160664304,6.503576466439035,38.02331547438223,10.16287587027107
4,-0.0,27.753605974418022,4.836449978866158,42.67905732045221,5.6813858590639565
5,-0.0,15.78934571429425,10.469142111648674,21.44320096534296,27.1956449877409
6,0.002947894031745335,17.975037246877417,3.158113460921668,29.724586444759176,3.078683754709841
7,0.00019999259026448613,16.26500355664005,16.564993268128344,22.525558595686146,19.174967359655042
8,-0.0,32.62316347203027,7.925998953797836,16.46315861529898,20.779839389930814
9,0.005540745633510369,26.761300536220265,4.439145113901271,12.906245581962605,23.746334596612783
10,0.004983538584886205,26.312192994006352,4.171235915305043,12.633446862905476,23.973808902003917
11,0.005338650609562734,27.053270934366143,5.1308231466394725,12.809297766479121,23.241975518994014
12,0.004850303097208908,27.52113712135039,4.345314231769591,13.65206235943486,23.73708087423196
13,0.0024313856674975654,26.321727178772566,5.049065428865377,13.49324984050397,23.654102207618706
14,0.001890866112299605,27.300648896169758,4.395533494777468,12.50607721754033,23.524689988572774
15,-0.0,27.01460966614953,4.785106510781102,13.155340212691376,23.52692230362697
16,0.009916205338951656,15.388117003121206,3.8845050971173816,17.09682832726841,15.106747693666613
17,0.001183843517544858,32.340792468018876,6.20926927188059,39.800337363307484,7.883290666041334
18,0.002078197581067087,12.78275881731567,3.222197083775157,17.57300806265702,28.43759182529856
19,0.0030149869686439956,27.92179344393716,1.3600183552522667,15.762719705619514,12.595189944506133
20,-0.0,21.433432611600082,6.9963221968768705,12.884306221460267,36.67844869454261
21,0.0011793875140284626,24.151399156276035,2.7590739988818935,14.912511713175816,21.895779552112813
22,0.00860054922528164,18.088359212258247,2.6842198843901346,30.305959038667666,3.3538009978163696
23,-0.0,27.085396785998284,0.5962022032649624,18.48216995231389,15.973038654150319
24,0.005910470503351917,27.64386855172952,4.0431627190699135,12.528824216255824,26.430966173549294
25,-0.0,17.45196655324778,4.815222047283047,21.932871339092372,9.422134449407702
26,-0.0,14.976828239590585,0.7147111616649933,18.03263524379728,15.022667923084825
27,-0.0,15.992308169405893,13.10209977366057,33.2731238497837,14.727606642795905
28,-0.0,23.600525305723146,10.74673307531488,11.028177568178643,13.633564029293996
29,-0.0,25.54559713050967,11.103484749859062,14.933306976775796,8.187832723654305
30,-0.0,16.137896049558943,2.43719312781075,12.94102647315559,19.79770343368425
31,-0.0,25.374888346995775,0.9886390680432314,11.748545975502243,7.24895189751368
32,-0.0,17.94907191560256,3.1474673215663,30.75546128290164,3.2772427866760534
33,0.0030070307051826006,11.676783536209502,10.937646271413614,29.871610657582938,7.652088645395616
34,-0.0,17.931714017360104,0.38934556299466805,17.874707345180045,17.063488745530762
35,0.0004589184464887097,36.323862908443274,0.7378314091415481,24.54150863042795,7.960931208814528
36,-0.0,13.672369800286933,9.082275517650885,30.185147685120132,2.270235655278583
37,0.014761433432855853,25.873694275955174,3.792110037190846,13.00214211912742,23.511162010760195
38,-0.0,19.147123529695,9.702904975161317,12.98397471320845,27.194068627570097
39,-0.0,31.648574101504924,4.5877656633440305,12.92188629118547,13.234400227445441
40,-0.0,13.307152915896046,3.460306682178501,16.912529759623375,7.446279000915901
41,0.0028132825296527386,19.605212097036535,9.399843469215686,16.92572599309775,30.27714790640324
42,-0.0,29.568772923955855,5.294743522029826,25.12901594879963,1.5570194099866441
43,0.009739552641153892,32.43241159511567,3.479003950989329,39.93875809253337,2.9967467242774726
44,0.006436372603799256,18.67593465486025,14.64892502901219,21.924925957096363,27.55981078715108
45,0.00012374511102741792,11.964918926703096,6.053648473590007,12.5159917508046,2.15951695775511
46,-0.0,18.650749279559907,14.29234907285383,22.525066118304757,27.38564138800241
47,0.0021798557020744624,14.743304298115284,8.759855244422281,11.285820131278044,10.668134609413409
48,-0.0,10.291117789384474,6.599576214173271,20.36080970167786,20.0952100390945
49,0.002008212411354293,21.60788340787596,9.43735378212464,16.337174509740294,31.00926824633929
50,0.0012888300944791098,32.48835991875604,4.346287097119451,39.53721437153111,2.7437119364409757
51,-0.0,25.064175494729742,4.092170048900011,12.749171522487476,14.409600336513822
52,-0.0,25.793907777617378,11.945127082162369,14.600595975093352,8.261884834571278
53,-0.0,23.20482086587994,11.08972583051297,14.284704673207269,29.993442086922464
54,-0.0,25.406820397510245,3.954768960272023,13.221363085551804,23.533419403215653
55,-0.0,30.999269419593713,6.058622817365558,10.942326149386957,26.871822281894985
56,-0.0,14.65505665263409,17.101302972501554,34.445867960512345,10.263937236894215
57,0.0024964910181726196,12.092377932731173,3.2697717316327,13.495830778309944,20.620304827335808
58,0.005627355368620357,16.524124153915814,8.235876768852753,37.14734644456831,4.828517597965956
59,0.004935419735872415,15.608967972774742,4.474369867241705,16.553385533353975,15.04536224393497
