,score,lower,spread
0,0.2577255555256297,10.737865551206971,38.509886863328106
1,0.05039454345149963,38.061889735629904,8.534613883441384
2,0.10614633022224407,17.936803686060607,14.65024926715067
3,0.08344578479717946,31.096072908586358,13.849758758173287
4,0.16754610738044917,25.26799426484605,23.42279491405511
5,0.09322310944837575,13.405480942874446,16.202436361721908
6,0.044268549813662794,29.202952209296967,1.1985221786239508
7,0.10837320559349184,24.97379593671502,17.570967636313462
8,0.2515076301493213,13.266328504234846,33.14546968616517
9,0.17233970796294695,21.301595661353087,28.345784381203835
10,0.251835109779881,10.0,35.1090895784845
11,0.25939628367965195,13.438451651351254,36.56154580747255
12,0.23601674781811344,12.108763857737014,36.62901739687775
13,0.22698894797871727,15.621406269307744,34.373278783534545
14,0.24836695702264233,10.0,31.655756994700372
15,0.17143510705551268,12.990013207966902,28.719742319384505
16,0.2870862335992044,10.954174584279302,39.04582515904663
17,0.005461177485256208,10.017736367648345,1.0954451540844965
18,0.008718007267969341,48.90193622142874,1.0954686595666359
19,0.0658935959885385,20.171368619910783,5.86651915083845
20,0.29324116906215636,10.089683513282393,39.91006077643349
21,0.15028635157744397,10.0,22.981018239266756
22,0.14667101102885383,18.55764306345803,22.899433899173864
23,0.05738340010626253,10.0,10.248893748081404
24,0.12924803029732956,29.872065023384465,20.1277699963428
25,0.03879777513893945,38.84232213866596,1.0954471342721037
26,0.23257102548749398,10.937923092839823,33.40201805361962
27,0.2121326473429077,16.93804140338759,30.75435346578817
28,0.06269232220268428,25.68434636985555,9.886973598180584
29,0.2020700552318928,10.0,28.410760210177298
30,0.0329376611643335,19.12192647123558,1.0954841823354768
31,0.06312369704910736,36.01707594444849,13.982904487258267
32,0.1899246540834092,17.40595046924034,27.043198524876825
33,0.027333510144250894,43.79964636147114,6.200350775110979
34,0.14142692266031354,14.297920080493663,22.393082935839985
35,0.05636739288707826,32.20141119844734,7.328183293854552
36,0.11362278317202001,10.0,18.55990167457963
37,0.06775696300710266,15.64775368206313,9.036584623771686
38,0.2136703420673136,14.4211206437935,31.48884046470854
39,0.12035640797218417,21.044599660999097,19.463512042680993
40,0.1614155601226317,22.12453061636811,24.6914269110029
41,0.29903936295447053,10.319549129410175,39.68028760620317
42,0.23811886231264978,13.542477164647398,34.91981571154237
43,0.2056284192050004,19.067471968004487,30.932504232903902
44,0.08971406217614053,21.88364787825575,12.663670473407356
45,0.04057598134123808,23.79420636286122,1.471867865633012
46,0.23382341169754728,11.66542708361062,31.056211655505773
47,0.048955231895083884,34.05383839273261,1.374371944290278
48,0.13023022107992954,16.846707544693448,18.965866258842446
49,0.08402237052941341,32.26712420670198,17.266868113139374
50,0.03788144303386165,13.968315444837632,4.6203630914763405
51,0.1576689929745987,12.592405716509912,25.36246930220311
52,0.1718638516661457,23.421094876272555,26.395345120285057
53,0.053203056809466354,26.743069744321847,5.4093383512686355
54,0.15475484618857127,27.536879828620076,22.431212034941623
55,0.08364091549125252,26.713839905776027,14.278878020253384
56,0.023729191724162213,43.91039025903418,1.1236282271937315
57,0.08359715383101651,10.141084314303361,14.576006972738472
58,0.12618326463692586,24.67017938951524,20.624882538763263
59,0.06745397719879698,19.432899270877897,9.797800997409226
