,MI,mu-a,sigma-a,mu-b,sigma-b
0,-0.0,10.720319251217706,22.847482732282586,26.389357970429813,0.9778194706526032
1,-0.0,10.867154055737874,5.559836386685061,12.142565506805653,2.8162237314408856
2,-0.0,36.19564288743534,89.26167783445767,16.469311423225456,12.122851004015645
3,-0.0,41.54179147620254,2.7866807056364125,15.014960890522499,2.5453994607875763
4,0.0011813533916722463,35.54416812599415,45.55339736604543,33.1922520868535,0.5965742173894032
5,-0.0,42.27312192282386,61.637987221499266,14.151155113467766,9.580163565026256
6,-0.0,18.761217430833305,79.21671512152436,16.265944180757792,3.5116663158168806
7,-0.0,29.301360730664634,97.48317770688273,37.647459349068136,4.324585444395788
8,0.002606486207110237,21.231673841133386,84.02860628112694,47.68663029359639,0.859680823538682
9,0.0008195059358548917,39.96613793310742,42.26655023366958,13.725351678474244,9.391230132704672
10,-0.0,41.3325360390979,42.95844183886335,15.783563568606297,5.8125436122442915
11,0.005461886094510149,21.238155646088007,83.87773894462507,47.66845701570671,0.8473493456515919
12,0.006089249877319958,45.96585833618047,123.08094208093074,32.15995413228276,0.13295278736120708
13,0.010746657704896023,23.355911397698538,91.43536998765799,22.286311831128657,12.231586630493982
14,0.0015024507569645351,13.394521421529987,14.456279460799577,19.169364977806502,11.350482506210476
15,-0.0,24.16024179633058,89.97537528491617,20.712842123330933,12.830506998349097
16,0.00585790851611101,23.037049415268733,90.50780711397367,21.807316770435744,12.551790275922748
17,-0.0,19.691246957743928,129.97036727457845,20.77518536890843,9.246020162718226
18,-0.0,44.40315447540669,123.71216617580602,31.956801615254182,0.32846894666290993
19,0.0035623678825640326,28.540120979609878,98.71934586427827,37.31164788640575,2.1004510790091224
20,0.0045723059594564575,29.642065296390733,97.85190028276062,36.41608925973671,2.5959437338653957
21,0.002661794150869312,28.9837576596235,16.867391774608365,11.414055769727657,4.062006264044622
22,-0.0,28.380420711905565,98.71083730171355,37.570327653286455,1.283810929712993
23,0.009962427904733673,32.85691780526385,128.85005121598732,12.298469696322227,7.8557918072399575
24,-0.0,22.391043571017782,83.93704612611256,45.683617790259724,1.2568767973142736
25,0.000498186259962452,24.318007424254503,24.558783046929303,35.518420349416125,2.4943227643018133
26,0.0033392292765555,24.806605072599993,92.07524583083455,23.80596077727982,11.449607842181823
27,0.003251984217722992,29.755368863352626,17.233548219106858,10.093807590139644,2.617839678749344
28,-0.0,37.59609849025614,101.2842778695277,23.219100244827736,11.810999153425827
29,-0.0,32.289544572982614,9.619561017192153,13.288975408490447,5.602324535172817
30,-0.0,24.712886351988203,89.64409530407139,22.501617786807735,11.48575087520746
31,-0.0,47.32653015618714,123.24190758216857,31.80799096014445,1.6361956986941604
32,0.004230055687440171,12.807614583043474,54.74703387890692,13.778049856195768,13.516140409516813
33,0.0012507202184970367,30.41333914504625,104.66169583317833,21.348896297184922,9.387623832473185
34,-0.0,19.38598633314729,83.97814349121009,47.224531818907884,0.8303114651980066
35,-0.0,33.55223551883459,128.36238493739745,10.212298936870901,7.777119495693729
36,0.0020780637971800076,33.52670117125619,129.82828174520174,13.004593369365733,7.813501565467147
37,-0.0,33.71775321188163,131.61680861219298,13.019349774496085,7.918577100561634
38,0.007390766450239283,34.75016272546256,85.8010374882437,15.790010313268734,8.955385796898804
39,-0.0,14.183640514429378,13.143906549468014,19.350435597610435,9.567162228110707
40,0.008197624843372608,28.842350758557956,112.15177122916867,14.30452127206225,5.940311852657579
41,0.004982123997969268,22.099655715186746,36.282449545128,25.203220250113137,3.15500053383834
42,0.00033559163875374054,22.588200273049406,34.353453715890836,24.73053450270519,2.591197516914952
43,-0.0,34.79343750246889,85.03139792897343,16.15055319044718,7.893253834476929
44,0.004119075623322033,44.70397671149471,10.975896766593287,17.36380945172181,5.39374483670166
45,0.007430675432118505,35.90870601596203,101.86284939834621,24.775732456886562,11.669670134225438
46,0.003384986123419864,12.46440980405309,130.69244497388922,12.505028321411285,1.6455535445875262
47,0.0027232250461413088,30.21987272572689,111.26993444737245,14.258743603057734,6.574611951417827
48,0.010353836758120849,39.67742049452916,41.32572996967565,17.941186905291428,3.065655921870662
49,0.0027247710313762497,21.80589160132589,90.32001409496276,20.611020838569566,12.667094570316568
50,-0.0,28.294260490108233,112.76921279416177,14.357250488295987,7.351428884705241
51,0.006956927436123195,12.029932316362935,55.15965445796564,13.225726884413461,14.544957841919896
52,0.007166680314901086,36.8426774077941,54.83203213877139,13.943728009672878,12.02538741465186
53,0.003605369872541786,25.761375120754376,93.13550447311331,23.330483699009733,10.563433343271623
54,0.0015210949059216716,42.28500864456436,122.17816106660324,14.470353373119323,3.8923477179127963
55,-0.0,24.931134504642166,91.93339956937265,23.857746646028488,11.242312751064436
56,0.006771858248683316,38.46949746298214,107.68241676409141,13.307381635673256,11.194729082231177
57,0.0012733179703356967,47.595272365199186,124.01973163778106,32.924528754927394,1.4066867873477513
58,-0.0,12.262650624344932,57.27356853811853,19.883298236202286,11.66725839890352
59,-0.0,11.192634351849282,55.80397745537187,12.543366923538336,14.937595415457048
