,MI,lower-a,spread-a,mu-b,sigma-b
0,0.0015701130860819035,15.994019000202986,14.350559604805522,48.93090028427857,108.00420490563894
1,-0.0,16.01424695192698,19.370641017893547,24.412014103074462,133.2359950328525
2,0.0007715284797242816,33.25664132521453,9.264516820174036,29.07067988241435,66.29198468651683
3,-0.0,12.276869027847148,6.025709192593056,45.464687989664995,31.5278267392
4,0.0035000178232387213,32.76748101580061,2.0860169488660274,39.659123838036095,122.40605639609511
5,-0.0,31.750857268860045,7.20912581910953,26.602740123639563,70.04616380842594
6,-0.0,19.63273810241896,23.102995580434133,41.82803694480934,35.26241056656253
7,0.013536615328606061,45.536808213241535,1.8922405292613975,26.9908356270809,126.91895417325887
8,-0.0,18.837995261619177,20.616181491582747,29.8908765139433,93.86686253288892
9,-0.0,45.70666867926626,2.4074438151428845,23.56333183796332,39.78759411580825
10,-0.0,48.88830028438932,1.1116871955756709,23.98728490972741,127.83109650440328
11,0.0039755067363973495,29.15937230536999,4.4218577796243475,40.494050375925895,120.34405587479854
12,-0.0,30.299651862679482,3.5153414972201835,40.4686464321105,118.18974708063057
13,0.004325337588799272,35.49138862877872,4.205342068160731,40.59984704175441,123.62547395530598
14,0.008549899285258178,12.20207185584059,12.379658459782426,35.54628178672422,70.03691265967505
15,-0.0,40.926904417221465,4.888093890099068,15.323993172552917,22.731273877471505
16,0.002460222736795359,12.36627730550159,20.224978074671682,42.55074550343976,100.36587571747208
17,-0.0,24.760653274245087,16.45958136127316,41.587043937583715,130.52458089488644
18,-0.0,25.571238727190458,1.2309508825672655,29.70670010402006,78.77068435024067
19,9.10142747549969e-05,22.08396067695777,6.5485274261979365,48.832885321909416,48.92022704876967
20,-0.0,32.223212001510795,3.6678210636112407,48.064560087536655,120.40332667214204
21,-0.0,29.33738003487905,8.072134327047626,41.38314564870241,84.61746001793844
22,0.0027018660502804437,19.932760658936207,4.170426865887662,15.011394554750805,73.02797004933593
23,0.0006441104688956756,11.717866919218256,6.266126641004424,25.253707048929254,62.749082614535666
24,0.008868698295477984,46.71296058335556,1.6148226527149045,23.27412068911848,56.398976537553686
25,-0.0,13.499324367411344,19.9204732638124,18.998100954133083,62.57023754501496
26,0.002513449021806835,34.02159048794927,11.074025333475518,23.8656348732081,107.43009407122504
27,-0.0,14.721024301686757,23.053151721809172,46.36690714262865,126.42189232721024
28,0.006296449942588822,16.974266590873718,5.318920049393845,25.218441006498043,72.6118201372384
29,-0.0,12.569741933403717,4.190140013278394,39.00374471401093,23.316813104739246
30,-0.0,32.444517637565184,2.677457066683706,49.130261542456026,120.93187909984448
31,-0.0,29.71848977801066,5.505732961304637,39.342409861327006,123.01093055179302
32,0.012808150541467,11.016267187355451,12.15604784528086,36.09364383508953,69.85718058232591
33,-0.0,11.143824529448738,12.094788819626341,36.71662556984763,69.53557459417257
34,0.0009221853252050494,16.815361458691495,23.50414688259477,14.219908363957039,86.44968706756775
35,-0.0,14.13776276829699,35.181114330609134,18.64228219365373,104.19205666459884
36,-0.0,23.90228034072166,2.2924540905353075,42.37195328909421,74.5541226713402
37,0.0011716041933063082,10.151427637916278,12.778206485417837,23.06586649505001,93.89560616012585
38,0.0054246109192988,41.25493016399929,3.3080788358660573,17.018099001158813,9.845895411780948
39,0.0004155649460315658,34.553504716662545,5.452487564362629,30.171242491360353,31.90518101830148
40,-0.0,19.248612385489537,30.632757661265583,20.969082556147583,61.117793012972456
41,0.004690421898445152,18.341973586657872,22.93012688469634,32.65395893338856,54.373057380571986
42,-0.0,26.4500498552581,15.664036690486967,18.888143031582615,113.22542452463968
43,0.005974077445799253,24.77412401083349,8.17485108102729,21.66761618683112,23.00338146913608
44,0.003172638713129672,36.737682513934125,9.880340293920508,43.50546865644678,37.21831331121563
45,0.001300645583267368,11.052210889387833,22.145960114273898,25.28787210541492,9.647763836093898
46,-0.0,13.877885067580316,35.58525879516972,24.465520247091426,29.94006049866614
47,1.2095022199787309e-05,12.59766342930044,8.542189554576204,22.411093519895296,110.03741945002112
48,0.002134909734436974,10.738128495458472,6.5233039662888,46.07413837809347,102.73764443635599
49,0.0007718144360744361,20.85363677686535,15.046484599096077,42.379380114781725,6.498369375649803
50,-0.0,16.49818578487931,27.307584173113312,37.86420554147408,42.446821101783485
51,-0.0,13.680077731138107,8.967699072713291,28.181843518974105,4.670647181216346
52,0.007365465953190764,21.589216049931544,15.856971095060475,44.17910938113288,102.60032353214093
53,-0.0,12.292439723149883,8.52648918780016,38.917829575637434,16.646340474842578
54,0.0034381658157354167,32.863145340912965,2.256625276018851,18.036390792584665,81.05721600416413
55,-0.0,23.56825792124107,2.117786264666459,14.334822641733783,79.84161619854757
56,-0.0,10.120087843546667,34.20265814878504,37.08523511039517,2.1433627516041516
57,0.004991868569392821,22.217602269863658,9.341479696467449,36.166519591391875,83.70344732020229
58,0.0060174768456473515,28.471306108399638,15.806027947357864,15.56146555922469,11.179311475419452
59,-0.0,24.100526584447355,6.210285440351946,15.246995580737117,7.717911007308183
