,MI,mu-a,sigma-a,lower-b,spread-b
0,-0.0,30.503825327035592,94.16234955320557,16.916771127296432,19.71240982972921
1,0.00043236501034193964,46.27519833532337,97.68463585958204,28.01092768942807,5.8101920606165836
2,-0.0,13.41711852936779,90.65272452545662,10.319420371358241,15.986907758728282
3,0.0023008555342460824,46.953334129230306,44.715130368296876,12.9317575452462,30.323336911922702
4,0.001901881113314019,16.614789263873906,70.84992805101876,25.275244848490665,12.882607970907038
5,-0.0,45.80658508668182,49.69732349102969,18.729063197223624,26.25430061757416
6,-0.0,47.37536337504396,3.014014909850301,20.51799053771869,3.4267956678889844
7,0.010027691613407441,49.64572808762326,62.75117574253006,12.810193577095706,19.5746921163925
8,-0.0,29.1134865655714,43.273744883287264,24.128493307427796,16.58260270476873
9,0.002123295192721031,37.349663669762336,2.8001374014662503,33.46958679147327,9.648607765064758
10,-0.0,49.222812679780944,61.92512186785548,11.639320730935774,14.939363191519508
11,-0.0,27.607326714747384,28.22270100431817,14.757186925504095,14.316047951669724
12,-0.0,15.426501430358751,68.78296976739006,26.9777203075256,14.801003345749377
13,-0.0,17.043237547618993,68.56758470025552,22.563938073120816,13.477110434858304
14,-0.0,48.24698550506569,60.860063785197504,12.30160604233427,18.32385603652963
15,-0.0,38.05942315556945,3.2121745040719327,34.24964620523995,8.293084404589637
16,0.013178104989352235,26.390925654060293,111.81999905961328,10.474821120105378,8.78003597964649
17,9.107595312229932e-05,20.227860111054397,54.113773997171506,19.935092543653184,27.644567017702713
18,0.008846278842861821,11.94370989051607,29.835321443003973,28.27827488538798,14.958938287982892
19,-0.0,39.429030758393104,94.85834109816149,28.76361664391954,13.23182461801943
20,0.003024015843902106,38.957696342271156,103.79433622432117,24.052676297973576,7.470778109326126
21,0.0002558735960480618,25.895369683588196,4.431450698834869,13.457842139685209,20.251435930416402
22,-0.0,23.603285650376243,67.1871931344803,38.6441401862088,10.416705569650322
23,0.0004220624262973871,49.75912803251929,50.121815088338714,23.02972535217664,6.739903023308944
24,0.013110473148014279,47.29557655291917,59.69038478765685,34.924684971586885,1.1551954082977023
25,0.0053980653881797735,47.572938672714685,64.64836008480934,12.515962757029344,21.128174751847865
26,0.0023512704663577466,28.27822636119532,113.62142047472015,12.132042703866315,5.592108250407568
27,-0.0,24.028389344086506,109.84049263865096,11.742958669977401,9.081429800776139
28,-0.0,38.77035598961663,106.68916861002477,23.748053721339524,8.85222097399945
29,0.01343816419053212,10.690795712999197,31.065287928796234,25.105429625958216,13.669984527910032
30,0.001546316558449945,10.907279634979302,30.852772503637436,25.653639903566553,13.892696186443738
31,-0.0,10.188891331473592,106.69093580599305,27.251713312048068,5.196073812634321
32,0.0039551108497200005,37.11530780211838,28.605451662275353,11.374346145146648,37.293810956155916
33,-0.0,17.488807016576683,64.09406593594957,26.358523842316096,13.261276169326841
34,0.007534120032648417,14.937712322550052,77.16094200597007,42.78868376042566,5.243449385900769
35,-0.0,42.72450206542848,60.00708370699039,30.57400023421082,12.226330145541144
36,-0.0,39.329720866998215,126.88861818729211,14.580413499604262,2.6907101548778023
37,-0.0,38.232366307597566,132.17466901522533,13.998814616487202,29.756702743416938
38,0.00291167685525906,38.76083066095855,118.89711789707417,34.970331457950984,13.915513631150521
39,0.0007971560153361423,35.028570723356474,30.1027403691721,44.982998166007526,4.831665307538766
40,0.000548380603834886,19.81857415380919,125.4788328531826,39.01083247679118,4.571916464656596
41,0.006769225266166856,43.36892025739414,48.44038764121362,12.735195615926603,18.94087627472027
42,-0.0,34.61884397285237,0.7216453931098938,34.83379803402126,9.571659928067216
43,-0.0,19.44533666523173,112.91345060163577,18.198761775032807,6.6803599304965555
44,-0.0,21.533613270454083,29.53447505368685,35.46956648174344,13.451516228264367
45,-0.0,39.96422154338426,123.08423367381876,37.37623332212439,12.039292830188653
46,-0.0,28.533627664333558,53.36242532231026,12.031378654454485,18.022856204199304
47,-0.0,17.440838169542126,131.81007700207164,11.945331824345345,5.474974041453011
48,-0.0,22.595736111744664,43.12876567172168,25.79053531277546,20.662726347947014
49,-0.0,36.9711040220489,53.25708441479808,13.804775919478143,29.08246252562792
50,-0.0,34.198421107756964,107.82104110847477,11.598514796620156,23.976659502259757
51,-0.0,17.08696525034022,33.56381858193738,28.632227971474645,16.083127032595648
52,0.009480643660948473,10.863714541740155,91.55592979789402,37.50279066174387,7.891432363879574
53,-0.0,17.573722571738763,82.68480068638047,26.998581262919647,19.244637330915584
54,-0.0,20.175495230589206,54.97363337223157,19.087956474339926,5.33611351072778
55,0.004638378705896784,49.39353580731214,48.67370577788275,22.102435541176014,3.8694973858342685
56,-0.0,22.921351559735367,40.060358913774735,31.998743355224693,12.204893965273392
57,-0.0,18.616938759161933,37.24739968333262,22.210004886216844,10.64157925569746
58,0.0038956285808460223,16.66353711027937,115.73363959131318,22.76817047795351,11.984618784666136
59,-0.0,16.325160215390436,50.04703389415532,16.331349667340582,1.7656168669158934
