,MI,mu-a,sigma-a,mu-b,sigma-b
0,-0.0,14.59208584444626,30.712800519979403,21.747046013718535,96.81032936118476
1,0.0027575491800835294,11.723986737245976,51.22669039188979,40.869374233363445,132.7211137131162
2,0.00011589551758106609,10.457731326882174,23.62577953973149,39.88794219464101,31.858759565912795
3,-0.0,33.34230041219108,106.31177209844385,37.717962665383254,61.07625528281987
4,-0.0,40.64955033090156,57.02015267292308,37.127172482222534,13.677920707294007
5,0.00392990913927882,27.184430993939085,116.50264967236102,15.860133081279999,64.00689707731003
6,-0.0,18.929943389084364,48.181601911223304,11.453448240347104,126.13492231131372
7,0.0008890265525600682,30.91443650298997,113.70884608991078,36.03371867869314,113.08225989523905
8,0.0033578834672276514,49.7249670308088,108.63109689947555,15.893656743652468,29.993960041766012
9,-0.0,28.78740128243267,114.22510824259396,19.64914864213018,29.725977590829043
10,-0.0,27.048048177966646,116.63037371601868,15.37637047532303,63.76744322380917
11,0.001879422952175247,49.53217110320435,87.77084896659184,28.813594881988415,31.009137903059138
12,0.005239808288365566,15.042167387768245,72.09730634984021,12.820419046663428,117.4615850084094
13,0.003643115991977197,22.245182960500934,30.312509246439742,21.081507493455454,59.9803986145253
14,-0.0,38.30370053309613,106.6423595602665,18.295600952485668,132.06572143301398
15,-0.0,24.8065643439464,101.1827791220517,43.327895518022245,56.104542504842065
16,0.0036756705928073785,45.24171843724255,56.06420461207006,45.351686735375004,101.01197249334703
17,-0.0,25.22157269195001,59.808030100721524,37.9426438267692,110.70118424183644
18,-0.0,35.0867544247724,47.58812609847556,18.184850297838956,59.135429323015835
19,-0.0,27.068511946298614,117.1609157371519,46.4664250475824,108.81736602356064
20,-0.0,40.07514112635766,51.73115676587764,29.382941892690248,11.936341103867491
21,0.0025312568014399517,39.79075860019124,124.67315654032971,12.934071611062974,83.40299393728125
22,-0.0,17.053075542509283,39.463026830567216,19.755177088080806,5.486801975545828
23,-0.0,48.6458718346677,120.63781177003726,41.63907642499655,28.74368232018901
24,0.0025953532596521,15.631675850034682,28.31138792473451,19.211961269163446,62.452962883008496
25,-0.0,14.464366342833102,61.362707239860114,17.032129011216533,42.43076095613099
26,0.015245907697227778,37.929018347441755,66.54237004596503,28.783088673739634,128.5585386562478
27,0.003370282573378347,29.721673725227944,63.00987968411358,13.214692834606119,3.513797130635558
28,0.00015351873584990017,11.075650525970762,34.44750744221166,44.347600781818876,7.367888987122757
29,-0.0,46.622813355377716,58.535684582884585,25.296627473611704,68.54470378866746
30,-0.0,36.40410819687789,67.90192169637658,17.809744555138735,72.98881575642143
31,-0.0,31.684668986526447,70.98416026806919,12.373996116209058,30.878862468571743
32,-0.0,21.35780133633429,33.93739958334803,23.425221706982988,6.383610571819289
33,2.5961086008052803e-05,21.7252402133012,97.29431009499815,40.356705836184986,55.86331123958041
34,0.0010426113781871749,22.36105522941314,122.37395622658048,28.257056599422597,78.07716976951944
35,0.006933420512613253,10.581872304204127,39.476923038378274,46.44971547234857,21.558868225726172
36,-0.0,44.78042173693791,128.65703584750375,31.993791616768796,57.618585927989095
37,-0.0,22.843822936830694,86.46434306402408,39.82903832185775,49.30781403113105
38,0.0050093281261975875,28.674155211046646,1.018063572570384,32.45019854877472,132.48919584110504
39,-0.0,23.037893063648525,10.838543445950242,22.60412571946727,92.82312192278123
40,0.006160294155780122,46.98350306346128,5.219875247135606,25.97860044586239,128.54384003026735
41,-0.0,22.424049118086597,51.87578426344915,47.407278663933916,47.20693889314921
42,0.0022545278197547702,36.41511374877822,25.292442927466283,32.07334184249227,2.876153632453444
43,-0.0,39.18336422249959,75.86904002048499,37.68690211710033,119.70254988807648
44,-0.0,30.583072666016633,16.60763929441893,41.20983570719924,120.81297626817216
45,-0.0,42.489783895853186,91.89508740818776,25.793231800895867,19.21965357521035
46,-0.0,42.35542461834846,33.30484312103612,31.790582951807195,8.074951034581403
47,0.0033676184648445684,16.38979913988882,8.24280682203196,15.395435103656068,129.02036153813032
48,-0.0,24.53961472856853,106.09563382349081,46.43255228737346,26.271362557187043
49,0.009852428784210332,40.63919711356957,129.50656911950276,31.834063111564255,11.86091100214304
50,0.005895142944417842,11.931110691961319,112.73757707459355,16.700448684393777,61.85458314178307
51,-0.0,19.437143333033497,26.69367313906643,40.50318204245149,23.1376164769459
52,-0.0,14.407791625687306,59.38907917684787,22.839343050311165,121.2874868812642
53,0.015094035985448784,11.313077710007708,131.27967301450386,23.432235327946046,12.24173063619454
54,0.001092227963486181,49.397048178707436,7.859815209514583,31.637996697149692,112.7321959483692
55,-0.0,24.21003114441443,42.420350603236415,31.669543697978927,47.805597395507014
56,-0.0,27.739964825825734,49.288267788028364,18.560342714332506,127.48969890746544
57,-0.0,17.51876240566803,55.28858913547328,20.473706201864886,103.85706057911159
58,0.005977332733674956,26.29930043506379,0.823619279996741,31.52097661661447,78.04803073439643
59,0.0034302178755076795,18.91816013756443,38.56088368018295,30.8064788824618,41.2699545340993
