,MI,mu,sigma
0,0.007454226123773111,24.857092989080236,5.449896061870383
1,0.002453189005075629,48.31015764278699,0.6706314694001908
2,0.0005362001215232226,11.247827775837077,1.0022811980356363
3,0.006902762755169434,13.159425036854238,3.22211695623838
4,-0.0,24.11209127833171,11.631465833636296
5,-0.0,11.976039831966908,11.036711913842112
6,-0.0,20.70024563013658,7.608728807569636
7,0.0018866949899472019,24.27938378123605,2.5700856138374144
8,0.0014430771165052647,13.324985082048482,11.373846401982052
9,0.006548369779400431,14.233557575534647,14.282995755833033
10,0.0015361284249095775,25.11549991775539,5.886454184961254
11,-0.0,24.840386190951133,5.431012448074506
12,0.00617806966051937,23.68240177340671,5.269464508885514
13,0.00044916432301711495,21.841429057793384,13.80140696717978
14,-0.0,19.556330495603426,12.949756716123023
15,-0.0,16.12467028890457,5.539003508837995
16,5.099027621646712e-05,12.955628700660498,1.7870148071127034
17,0.001752863212152178,20.919609844467235,2.2112281906438556
18,0.0036092114730905678,21.109056029556,11.777296908121189
19,-0.0,36.134589547655864,0.5304540088192915
20,-0.0,29.37181157545649,5.550700905720899
21,-0.0,10.169444668558118,1.6956211844574074
22,-0.0,31.513326418124528,6.800075949040224
23,0.000762669252333481,19.55818949765771,7.057753462250513
24,0.00016380397425486137,48.31070703226581,0.6499404224599404
25,-0.0,21.111631858225344,11.779315254382146
26,0.0014882681980630252,16.56337043520912,1.1125792818731648
27,0.0014020290503999888,18.120897320010037,11.638441001384036
28,-0.0,10.915892119338263,8.20996587560396
29,0.004027459867961269,26.10249190826416,5.198169942107376
30,-0.0,38.707494121412324,1.0934928288342274
31,0.011708942366428943,19.53422378853748,14.654936579858104
32,-0.0,29.807094013344148,9.763532044733285
33,0.0019743947878385626,15.414487330472975,6.170213625554688
34,-0.0,28.38149732761229,1.4200738338514785
35,0.007377736400840718,10.86229149240249,18.691017487299394
36,-0.0,21.177940931833007,13.398027658507669
37,0.009192100409554982,42.137993361503106,2.448713171406851
38,-0.0,39.97306230846079,4.1297662316682855
39,-0.0,22.18536412487948,8.414069357804756
40,-0.0,17.24968635241634,11.806773650846335
41,0.002936914414380709,10.817195571075683,11.86006660177609
42,-0.0,17.78098828574278,8.151562608467522
43,-0.0,31.560205622567636,7.590346056471848
44,-0.0,35.97478875469648,5.252921769517066
45,0.0007461689653425196,39.759485662602316,4.217714658874571
46,-0.0,24.50177652596487,2.342756673901614
47,-0.0,17.89172423238945,6.346645307738744
48,0.0018911516217183788,30.18205326935402,7.564331966925694
49,-0.0,18.889543794514083,2.4073634877518963
50,0.0021843386170719015,31.26314609012671,2.2269908425000065
51,0.0019072868772962437,30.100913619902588,5.270006890380049
52,0.003300684524019104,40.30007142904811,1.4724003553969358
53,-0.0,41.305270861425484,0.5362538645517991
54,0.005614970079468762,20.364843908810535,2.4494308677400607
55,0.005068242269732792,16.202102165663067,5.576666067490566
56,-0.0,11.217838524627108,0.26135044499988513
57,-0.0,33.79103872661286,7.101064352914786
58,-0.0,33.35076160433332,0.2865566461699933
59,-0.0,41.16043367748442,1.4636237506720513
